Designator,Mid X,Mid Y,Rotation,Layer
74HC273_5,38.354,-44.069,90.0,top
74HC273_4,429.514,-451.231,270.0,top
74HC273_3,416.36065,-136.07165,90.0,top
74HC273_2,303.312325,-451.03165,270.0,top
74HC273,290.158975,-135.8723,90.0,top
D1_64,315.92135,-315.087,180.0,top
D1_63,64.171025,-314.77835,180.0,top
D1_62,88.97265,-272.415,0.0,top
D1_61,378.931675,-246.18065,180.0,top
D1_60,190.409025,-338.27335,180.0,top
D1_59,403.66065,-157.226,0.0,top
D1_58,252.766325,-429.67795,180.0,top
D1_57,215.19265,-180.41235,0.0,top
D1_56,88.9,-65.4227,0.0,top
D1_55,315.939675,-222.885,180.0,top
D1_54,64.20735,-338.074,180.0,top
D1_53,403.696975,-180.52165,0.0,top
D1_52,25.744975,-180.01365,0.0,top
D1_51,88.990975,-180.213,0.0,top
D1_50,378.968,-429.8773,180.0,top
D1_49,315.976,-246.18065,180.0,top
D1_48,25.70865,-156.718,0.0,top
D1_47,442.214,-430.07665,180.0,top
D1_46,442.123025,-315.28635,180.0,top
D1_45,151.892,-88.71835,0.0,top
D1_44,127.1267,-314.77835,180.0,top
D1_43,127.18135,-406.273,180.0,top
D1_42,215.156325,-157.1167,0.0,top
D1_41,151.892,-249.11935,0.0,top
D1_40,378.931675,-406.58165,180.0,top
D1_39,190.42735,-406.47235,180.0,top
D1_38,25.690325,-88.519,0.0,top
D1_37,340.650325,-65.73135,0.0,top
D1_36,403.642325,-89.027,0.0,top
D1_35,252.67535,-314.88765,180.0,top
D1_34,316.012325,-429.8773,180.0,top
D1_33,442.15935,-338.582,180.0,top
D1_32,151.855675,-65.4227,0.0,top
D1_31,190.463675,-429.768,180.0,top
D1_30,403.606,-65.73135,0.0,top
D1_29,277.4953,-180.3223,0.0,top
D1_28,151.928325,-272.415,0.0,top
D1_27,127.163025,-338.074,180.0,top
D1_26,151.94665,-180.213,0.0,top
D1_25,64.225675,-406.273,180.0,top
D1_24,442.177675,-406.781,180.0,top
D1_23,64.262,-429.56865,180.0,top
D1_22,277.44065,-88.82765,0.0,top
D1_21,252.711675,-338.1833,180.0,top
D1_20,340.7413,-180.52165,0.0,top
D1_19,127.217675,-429.56865,180.0,top
D1_18,215.101675,-65.62205,0.0,top
D1_17,277.404325,-65.532,0.0,top
D1_16,25.654,-65.22335,0.0,top
D1_15,88.95465,-156.91735,0.0,top
D1_14,378.91335,-338.38265,180.0,top
D1_13,315.957675,-338.38265,180.0,top
D1_12,378.877025,-315.087,180.0,top
D1_11,190.3727,-314.9777,180.0,top
D1_10,378.89535,-222.885,180.0,top
D1_9,252.73,-406.3823,180.0,top
D1_8,88.936325,-88.71835,0.0,top
D1_7,340.704975,-157.226,0.0,top
D1_6,340.68665,-89.027,0.0,top
D1_5,88.936325,-249.11935,0.0,top
D1_4,151.910325,-156.91735,0.0,top
D1_3,277.458975,-157.02665,0.0,top
D1_2,215.138,-88.9177,0.0,top
D1,315.976,-406.58165,180.0,top
D2_64,117.7827,-314.77835,180.0,top
D2_63,35.088975,-180.01365,0.0,top
D2_62,306.632,-246.18065,180.0,top
D2_61,286.8393,-180.3223,0.0,top
D2_60,161.254325,-156.91735,0.0,top
D2_59,432.87,-430.07665,180.0,top
D2_58,35.05265,-156.718,0.0,top
D2_57,349.994325,-65.73135,0.0,top
D2_56,369.587675,-406.58165,180.0,top
D2_55,350.03065,-89.027,0.0,top
D2_54,54.86335,-338.074,180.0,top
D2_53,306.668325,-429.8773,180.0,top
D2_52,161.29065,-180.213,0.0,top
D2_51,412.986325,-89.027,0.0,top
D2_50,412.95,-65.73135,0.0,top
D2_49,243.422325,-429.67795,180.0,top
D2_48,54.918,-429.56865,180.0,top
D2_47,161.272325,-272.415,0.0,top
D2_46,286.802975,-157.02665,0.0,top
D2_45,161.199675,-65.4227,0.0,top
D2_44,224.445675,-65.62205,0.0,top
D2_43,98.334975,-180.213,0.0,top
D2_42,161.236,-88.71835,0.0,top
D2_41,181.065025,-338.27335,180.0,top
D2_40,306.595675,-222.885,180.0,top
D2_39,181.0287,-314.9777,180.0,top
D2_38,181.119675,-429.768,180.0,top
D2_37,243.367675,-338.1833,180.0,top
D2_36,306.632,-406.58165,180.0,top
D2_35,243.33135,-314.88765,180.0,top
D2_34,117.83735,-406.273,180.0,top
D2_33,224.53665,-180.41235,0.0,top
D2_32,34.998,-65.22335,0.0,top
D2_31,413.040975,-180.52165,0.0,top
D2_30,98.31665,-272.415,0.0,top
D2_29,98.29865,-156.91735,0.0,top
D2_28,117.873675,-429.56865,180.0,top
D2_27,432.779025,-315.28635,180.0,top
D2_26,224.482,-88.9177,0.0,top
D2_25,224.500325,-157.1167,0.0,top
D2_24,369.624,-429.8773,180.0,top
D2_23,161.236,-249.11935,0.0,top
D2_22,306.613675,-338.38265,180.0,top
D2_21,35.034325,-88.519,0.0,top
D2_20,350.0853,-180.52165,0.0,top
D2_19,98.244,-65.4227,0.0,top
D2_18,413.00465,-157.226,0.0,top
D2_17,369.55135,-222.885,180.0,top
D2_16,432.81535,-338.582,180.0,top
D2_15,350.048975,-157.226,0.0,top
D2_14,98.280325,-249.11935,0.0,top
D2_13,243.386,-406.3823,180.0,top
D2_12,369.533025,-315.087,180.0,top
D2_11,54.827025,-314.77835,180.0,top
D2_10,306.57735,-315.087,180.0,top
D2_9,181.08335,-406.47235,180.0,top
D2_8,369.587675,-246.18065,180.0,top
D2_7,432.833675,-406.781,180.0,top
D2_6,117.819025,-338.074,180.0,top
D2_5,286.748325,-65.532,0.0,top
D2_4,54.881675,-406.273,180.0,top
D2_3,369.56935,-338.38265,180.0,top
D2_2,286.78465,-88.82765,0.0,top
D2,98.280325,-88.71835,0.0,top
D3_64,107.623325,-249.11935,0.0,top
D3_63,107.587,-65.4227,0.0,top
D3_62,170.63365,-180.213,0.0,top
D3_61,296.1823,-180.3223,0.0,top
D3_60,360.281,-429.8773,180.0,top
D3_59,297.23435,-315.087,180.0,top
D3_58,108.476025,-338.074,180.0,top
D3_57,359.37365,-89.027,0.0,top
D3_56,107.677975,-180.213,0.0,top
D3_55,359.337325,-65.73135,0.0,top
D3_54,359.391975,-157.226,0.0,top
D3_53,45.575,-429.56865,180.0,top
D3_52,233.825,-88.9177,0.0,top
D3_51,170.579,-249.11935,0.0,top
D3_50,170.579,-88.71835,0.0,top
D3_49,45.538675,-406.273,180.0,top
D3_48,233.87965,-180.41235,0.0,top
D3_47,108.530675,-429.56865,180.0,top
D3_46,422.293,-65.73135,0.0,top
D3_45,234.079325,-429.67795,180.0,top
D3_44,360.244675,-406.58165,180.0,top
D3_43,423.527,-430.07665,180.0,top
D3_42,108.4397,-314.77835,180.0,top
D3_41,171.6857,-314.9777,180.0,top
D3_40,422.329325,-89.027,0.0,top
D3_39,233.788675,-65.62205,0.0,top
D3_38,170.597325,-156.91735,0.0,top
D3_37,233.843325,-157.1167,0.0,top
D3_36,45.52035,-338.074,180.0,top
D3_35,297.325325,-429.8773,180.0,top
D3_34,423.47235,-338.582,180.0,top
D3_33,107.623325,-88.71835,0.0,top
D3_32,108.49435,-406.273,180.0,top
D3_31,360.244675,-246.18065,180.0,top
D3_30,170.542675,-65.4227,0.0,top
D3_29,296.145975,-157.02665,0.0,top
D3_28,360.190025,-315.087,180.0,top
D3_27,171.722025,-338.27335,180.0,top
D3_26,44.377325,-88.519,0.0,top
D3_25,234.043,-406.3823,180.0,top
D3_24,107.64165,-156.91735,0.0,top
D3_23,44.431975,-180.01365,0.0,top
D3_22,233.98835,-314.88765,180.0,top
D3_21,44.341,-65.22335,0.0,top
D3_20,296.091325,-65.532,0.0,top
D3_19,423.490675,-406.781,180.0,top
D3_18,360.22635,-338.38265,180.0,top
D3_17,359.4283,-180.52165,0.0,top
D3_16,171.74035,-406.47235,180.0,top
D3_15,44.39565,-156.718,0.0,top
D3_14,297.252675,-222.885,180.0,top
D3_13,360.20835,-222.885,180.0,top
D3_12,297.289,-246.18065,180.0,top
D3_11,422.383975,-180.52165,0.0,top
D3_10,170.615325,-272.415,0.0,top
D3_9,234.024675,-338.1833,180.0,top
D3_8,45.484025,-314.77835,180.0,top
D3_7,423.436025,-315.28635,180.0,top
D3_6,297.289,-406.58165,180.0,top
D3_5,297.270675,-338.38265,180.0,top
D3_4,296.12765,-88.82765,0.0,top
D3_3,107.65965,-272.415,0.0,top
D3_2,422.34765,-157.226,0.0,top
D3,171.776675,-429.768,180.0,top
D4_64,287.945,-406.58165,180.0,top
D4_63,414.146675,-406.781,180.0,top
D4_62,99.132025,-338.074,180.0,top
D4_61,287.908675,-222.885,180.0,top
D4_60,53.73965,-156.718,0.0,top
D4_59,116.931,-65.4227,0.0,top
D4_58,116.967325,-88.71835,0.0,top
D4_57,116.967325,-249.11935,0.0,top
D4_56,179.923,-88.71835,0.0,top
D4_55,162.432675,-429.768,180.0,top
D4_54,99.0957,-314.77835,180.0,top
D4_53,414.12835,-338.582,180.0,top
D4_52,179.941325,-156.91735,0.0,top
D4_51,350.846025,-315.087,180.0,top
D4_50,368.735975,-157.226,0.0,top
D4_49,368.681325,-65.73135,0.0,top
D4_48,305.47165,-88.82765,0.0,top
D4_47,179.886675,-65.4227,0.0,top
D4_46,116.98565,-156.91735,0.0,top
D4_45,36.231,-429.56865,180.0,top
D4_44,36.194675,-406.273,180.0,top
D4_43,287.981325,-429.8773,180.0,top
D4_42,287.945,-246.18065,180.0,top
D4_41,224.735325,-429.67795,180.0,top
D4_40,431.637,-65.73135,0.0,top
D4_39,224.699,-406.3823,180.0,top
D4_38,431.727975,-180.52165,0.0,top
D4_37,224.64435,-314.88765,180.0,top
D4_36,305.5263,-180.3223,0.0,top
D4_35,162.378025,-338.27335,180.0,top
D4_34,287.926675,-338.38265,180.0,top
D4_33,53.721325,-88.519,0.0,top
D4_32,414.183,-430.07665,180.0,top
D4_31,224.680675,-338.1833,180.0,top
D4_30,53.775975,-180.01365,0.0,top
D4_29,117.00365,-272.415,0.0,top
D4_28,368.71765,-89.027,0.0,top
D4_27,350.937,-429.8773,180.0,top
D4_26,162.39635,-406.47235,180.0,top
D4_25,243.132675,-65.62205,0.0,top
D4_24,414.092025,-315.28635,180.0,top
D4_23,53.685,-65.22335,0.0,top
D4_22,305.489975,-157.02665,0.0,top
D4_21,305.435325,-65.532,0.0,top
D4_20,36.17635,-338.074,180.0,top
D4_19,179.959325,-272.415,0.0,top
D4_18,350.900675,-246.18065,180.0,top
D4_17,368.7723,-180.52165,0.0,top
D4_16,117.021975,-180.213,0.0,top
D4_15,243.169,-88.9177,0.0,top
D4_14,99.15035,-406.273,180.0,top
D4_13,287.89035,-315.087,180.0,top
D4_12,179.923,-249.11935,0.0,top
D4_11,179.97765,-180.213,0.0,top
D4_10,431.673325,-89.027,0.0,top
D4_9,243.187325,-157.1167,0.0,top
D4_8,350.88235,-338.38265,180.0,top
D4_7,350.900675,-406.58165,180.0,top
D4_6,243.22365,-180.41235,0.0,top
D4_5,431.69165,-157.226,0.0,top
D4_4,350.86435,-222.885,180.0,top
D4_3,162.3417,-314.9777,180.0,top
D4_2,99.186675,-429.56865,180.0,top
D4,36.140025,-314.77835,180.0,top
K1_64,315.92135,-311.34935,180.0,top
K1_63,127.163025,-334.33635,180.0,top
K1_62,127.1267,-311.0407,180.0,top
K1_61,378.91335,-334.645,180.0,top
K1_60,340.704975,-160.96365,0.0,top
K1_59,151.94665,-183.95065,0.0,top
K1_58,378.931675,-242.443,180.0,top
K1_57,25.690325,-92.25665,0.0,top
K1_56,88.95465,-160.655,0.0,top
K1_55,315.976,-242.443,180.0,top
K1_54,127.217675,-425.831,180.0,top
K1_53,25.654,-68.961,0.0,top
K1_52,315.976,-402.844,180.0,top
K1_51,151.892,-92.456,0.0,top
K1_50,88.9,-69.16035,0.0,top
K1_49,340.650325,-69.469,0.0,top
K1_48,252.711675,-334.44565,180.0,top
K1_47,151.910325,-160.655,0.0,top
K1_46,403.696975,-184.2593,0.0,top
K1_45,64.20735,-334.33635,180.0,top
K1_44,151.928325,-276.15265,0.0,top
K1_43,378.931675,-402.844,180.0,top
K1_42,277.404325,-69.26965,0.0,top
K1_41,442.15935,-334.84435,180.0,top
K1_40,315.939675,-219.14735,180.0,top
K1_39,442.123025,-311.5487,180.0,top
K1_38,151.855675,-69.16035,0.0,top
K1_37,88.936325,-252.857,0.0,top
K1_36,252.73,-402.64465,180.0,top
K1_35,277.44065,-92.5653,0.0,top
K1_34,252.766325,-425.9403,180.0,top
K1_33,277.4953,-184.05995,0.0,top
K1_32,88.97265,-276.15265,0.0,top
K1_31,64.225675,-402.53535,180.0,top
K1_30,190.463675,-426.03035,180.0,top
K1_29,151.892,-252.857,0.0,top
K1_28,340.7413,-184.2593,0.0,top
K1_27,378.877025,-311.34935,180.0,top
K1_26,190.409025,-334.5357,180.0,top
K1_25,215.138,-92.65535,0.0,top
K1_24,277.458975,-160.7643,0.0,top
K1_23,88.990975,-183.95065,0.0,top
K1_22,316.012325,-426.13965,180.0,top
K1_21,340.68665,-92.76465,0.0,top
K1_20,190.42735,-402.7347,180.0,top
K1_19,378.968,-426.13965,180.0,top
K1_18,315.957675,-334.645,180.0,top
K1_17,64.171025,-311.0407,180.0,top
K1_16,25.70865,-160.45565,0.0,top
K1_15,403.606,-69.469,0.0,top
K1_14,215.101675,-69.3597,0.0,top
K1_13,127.18135,-402.53535,180.0,top
K1_12,190.3727,-311.24005,180.0,top
K1_11,25.744975,-183.7513,0.0,top
K1_10,215.19265,-184.15,0.0,top
K1_9,64.262,-425.831,180.0,top
K1_8,252.67535,-311.15,180.0,top
K1_7,88.936325,-92.456,0.0,top
K1_6,442.177675,-403.04335,180.0,top
K1_5,215.156325,-160.85435,0.0,top
K1_4,403.66065,-160.96365,0.0,top
K1_3,403.642325,-92.76465,0.0,top
K1_2,442.214,-426.339,180.0,top
K1,378.89535,-219.14735,180.0,top
K2_64,54.881675,-402.53535,180.0,top
K2_63,161.272325,-276.15265,0.0,top
K2_62,413.00465,-160.96365,0.0,top
K2_61,413.040975,-184.2593,0.0,top
K2_60,117.83735,-402.53535,180.0,top
K2_59,117.7827,-311.0407,180.0,top
K2_58,412.95,-69.469,0.0,top
K2_57,306.632,-402.844,180.0,top
K2_56,286.78465,-92.5653,0.0,top
K2_55,432.81535,-334.84435,180.0,top
K2_54,432.87,-426.339,180.0,top
K2_53,432.779025,-311.5487,180.0,top
K2_52,243.33135,-311.15,180.0,top
K2_51,432.833675,-403.04335,180.0,top
K2_50,98.244,-69.16035,0.0,top
K2_49,369.587675,-242.443,180.0,top
K2_48,369.587675,-402.844,180.0,top
K2_47,35.05265,-160.45565,0.0,top
K2_46,243.422325,-425.9403,180.0,top
K2_45,161.236,-92.456,0.0,top
K2_44,181.119675,-426.03035,180.0,top
K2_43,98.280325,-92.456,0.0,top
K2_42,181.08335,-402.7347,180.0,top
K2_41,224.482,-92.65535,0.0,top
K2_40,35.088975,-183.7513,0.0,top
K2_39,34.998,-68.961,0.0,top
K2_38,54.827025,-311.0407,180.0,top
K2_37,369.624,-426.13965,180.0,top
K2_36,181.065025,-334.5357,180.0,top
K2_35,350.0853,-184.2593,0.0,top
K2_34,350.048975,-160.96365,0.0,top
K2_33,54.86335,-334.33635,180.0,top
K2_32,224.500325,-160.85435,0.0,top
K2_31,286.802975,-160.7643,0.0,top
K2_30,306.668325,-426.13965,180.0,top
K2_29,117.819025,-334.33635,180.0,top
K2_28,412.986325,-92.76465,0.0,top
K2_27,369.533025,-311.34935,180.0,top
K2_26,306.613675,-334.645,180.0,top
K2_25,369.56935,-334.645,180.0,top
K2_24,224.445675,-69.3597,0.0,top
K2_23,98.280325,-252.857,0.0,top
K2_22,161.29065,-183.95065,0.0,top
K2_21,161.254325,-160.655,0.0,top
K2_20,161.199675,-69.16035,0.0,top
K2_19,286.748325,-69.26965,0.0,top
K2_18,306.632,-242.443,180.0,top
K2_17,350.03065,-92.76465,0.0,top
K2_16,54.918,-425.831,180.0,top
K2_15,117.873675,-425.831,180.0,top
K2_14,349.994325,-69.469,0.0,top
K2_13,306.57735,-311.34935,180.0,top
K2_12,243.386,-402.64465,180.0,top
K2_11,243.367675,-334.44565,180.0,top
K2_10,286.8393,-184.05995,0.0,top
K2_9,224.53665,-184.15,0.0,top
K2_8,35.034325,-92.25665,0.0,top
K2_7,306.595675,-219.14735,180.0,top
K2_6,181.0287,-311.24005,180.0,top
K2_5,98.31665,-276.15265,0.0,top
K2_4,98.334975,-183.95065,0.0,top
K2_3,161.236,-252.857,0.0,top
K2_2,98.29865,-160.655,0.0,top
K2,369.55135,-219.14735,180.0,top
K3_64,107.64165,-160.72735,0.0,top
K3_63,423.47235,-334.772,180.0,top
K3_62,423.527,-426.26665,180.0,top
K3_61,45.575,-425.75865,180.0,top
K3_60,233.98835,-311.15,180.0,top
K3_59,233.87965,-184.15,0.0,top
K3_58,171.6857,-311.24005,180.0,top
K3_57,297.270675,-334.57265,180.0,top
K3_56,360.244675,-242.37065,180.0,top
K3_55,45.538675,-402.53535,180.0,top
K3_54,296.091325,-69.342,0.0,top
K3_53,107.587,-69.2327,0.0,top
K3_52,44.341,-69.03335,0.0,top
K3_51,170.579,-92.456,0.0,top
K3_50,170.63365,-183.95065,0.0,top
K3_49,360.281,-426.0673,180.0,top
K3_48,297.23435,-311.34935,180.0,top
K3_47,107.65965,-276.15265,0.0,top
K3_46,45.52035,-334.264,180.0,top
K3_45,108.476025,-334.264,180.0,top
K3_44,422.383975,-184.2593,0.0,top
K3_43,44.377325,-92.25665,0.0,top
K3_42,297.252675,-219.14735,180.0,top
K3_41,45.484025,-311.0407,180.0,top
K3_40,359.391975,-161.036,0.0,top
K3_39,170.597325,-160.72735,0.0,top
K3_38,171.74035,-402.7347,180.0,top
K3_37,234.079325,-425.86795,180.0,top
K3_36,170.579,-252.92935,0.0,top
K3_35,170.542675,-69.2327,0.0,top
K3_34,360.244675,-402.844,180.0,top
K3_33,233.825,-92.65535,0.0,top
K3_32,422.329325,-92.76465,0.0,top
K3_31,234.024675,-334.3733,180.0,top
K3_30,44.39565,-160.528,0.0,top
K3_29,233.843325,-160.9267,0.0,top
K3_28,108.4397,-311.0407,180.0,top
K3_27,108.530675,-425.75865,180.0,top
K3_26,297.325325,-426.0673,180.0,top
K3_25,107.623325,-92.456,0.0,top
K3_24,170.615325,-276.15265,0.0,top
K3_23,44.431975,-183.7513,0.0,top
K3_22,360.22635,-334.57265,180.0,top
K3_21,422.293,-69.54135,0.0,top
K3_20,108.49435,-402.53535,180.0,top
K3_19,360.20835,-219.14735,180.0,top
K3_18,423.436025,-311.5487,180.0,top
K3_17,360.190025,-311.34935,180.0,top
K3_16,359.37365,-92.76465,0.0,top
K3_15,297.289,-242.37065,180.0,top
K3_14,171.776675,-425.958,180.0,top
K3_13,107.677975,-183.95065,0.0,top
K3_12,107.623325,-252.92935,0.0,top
K3_11,359.4283,-184.2593,0.0,top
K3_10,359.337325,-69.54135,0.0,top
K3_9,233.788675,-69.43205,0.0,top
K3_8,171.722025,-334.46335,180.0,top
K3_7,296.12765,-92.5653,0.0,top
K3_6,296.145975,-160.83665,0.0,top
K3_5,422.34765,-161.036,0.0,top
K3_4,423.490675,-403.04335,180.0,top
K3_3,296.1823,-184.05995,0.0,top
K3_2,234.043,-402.64465,180.0,top
K3,297.289,-402.844,180.0,top
K4_64,99.15035,-402.53535,180.0,top
K4_63,162.378025,-334.5357,180.0,top
K4_62,368.7723,-184.2593,0.0,top
K4_61,116.931,-69.16035,0.0,top
K4_60,162.432675,-426.03035,180.0,top
K4_59,431.673325,-92.76465,0.0,top
K4_58,350.86435,-219.14735,180.0,top
K4_57,414.092025,-311.5487,180.0,top
K4_56,350.88235,-334.645,180.0,top
K4_55,287.89035,-311.34935,180.0,top
K4_54,36.140025,-311.0407,180.0,top
K4_53,224.64435,-311.15,180.0,top
K4_52,53.73965,-160.45565,0.0,top
K4_51,350.900675,-402.844,180.0,top
K4_50,117.021975,-183.95065,0.0,top
K4_49,53.685,-68.961,0.0,top
K4_48,287.908675,-219.14735,180.0,top
K4_47,179.97765,-183.95065,0.0,top
K4_46,287.945,-242.443,180.0,top
K4_45,116.967325,-252.857,0.0,top
K4_44,368.735975,-160.96365,0.0,top
K4_43,116.967325,-92.456,0.0,top
K4_42,162.3417,-311.24005,180.0,top
K4_41,53.775975,-183.7513,0.0,top
K4_40,53.721325,-92.25665,0.0,top
K4_39,243.187325,-160.85435,0.0,top
K4_38,305.47165,-92.5653,0.0,top
K4_37,162.39635,-402.7347,180.0,top
K4_36,350.846025,-311.34935,180.0,top
K4_35,431.637,-69.469,0.0,top
K4_34,414.146675,-403.04335,180.0,top
K4_33,305.5263,-184.05995,0.0,top
K4_32,243.22365,-184.15,0.0,top
K4_31,350.900675,-242.443,180.0,top
K4_30,414.183,-426.339,180.0,top
K4_29,350.937,-426.13965,180.0,top
K4_28,305.435325,-69.26965,0.0,top
K4_27,287.981325,-426.13965,180.0,top
K4_26,368.681325,-69.469,0.0,top
K4_25,36.231,-425.831,180.0,top
K4_24,36.194675,-402.53535,180.0,top
K4_23,99.132025,-334.33635,180.0,top
K4_22,224.680675,-334.44565,180.0,top
K4_21,99.186675,-425.831,180.0,top
K4_20,224.735325,-425.9403,180.0,top
K4_19,287.926675,-334.645,180.0,top
K4_18,116.98565,-160.655,0.0,top
K4_17,179.923,-252.857,0.0,top
K4_16,99.0957,-311.0407,180.0,top
K4_15,431.727975,-184.2593,0.0,top
K4_14,243.132675,-69.3597,0.0,top
K4_13,287.945,-402.844,180.0,top
K4_12,414.12835,-334.84435,180.0,top
K4_11,305.489975,-160.7643,0.0,top
K4_10,179.923,-92.456,0.0,top
K4_9,36.17635,-334.33635,180.0,top
K4_8,431.69165,-160.96365,0.0,top
K4_7,243.169,-92.65535,0.0,top
K4_6,179.959325,-276.15265,0.0,top
K4_5,224.699,-402.64465,180.0,top
K4_4,179.941325,-160.655,0.0,top
K4_3,117.00365,-276.15265,0.0,top
K4_2,368.71765,-92.76465,0.0,top
K4,179.886675,-69.16035,0.0,top
ULN2803A_32,104.14,-56.96835,90.0,top
ULN2803A_31,363.728,-438.33165,270.0,top
ULN2803A_30,300.717675,-346.837,270.0,top
ULN2803A_29,175.223675,-438.22235,270.0,top
ULN2803A_28,363.691675,-254.635,270.0,top
ULN2803A_27,40.94865,-148.26365,90.0,top
ULN2803A_26,111.923025,-346.52835,270.0,top
ULN2803A_25,111.977675,-438.023,270.0,top
ULN2803A_24,426.91935,-347.03635,270.0,top
ULN2803A_23,167.132,-240.665,90.0,top
ULN2803A_22,292.698975,-148.5723,90.0,top
ULN2803A_21,418.90065,-148.77165,90.0,top
ULN2803A_20,237.526325,-438.1323,270.0,top
ULN2803A_19,300.772325,-438.33165,270.0,top
ULN2803A_18,300.736,-254.635,270.0,top
ULN2803A_17,48.96735,-346.52835,270.0,top
ULN2803A_16,418.846,-57.277,90.0,top
ULN2803A_15,104.176325,-240.665,90.0,top
ULN2803A_14,104.19465,-148.463,90.0,top
ULN2803A_13,426.974,-438.531,270.0,top
ULN2803A_12,175.169025,-346.7277,270.0,top
ULN2803A_11,355.890325,-57.277,90.0,top
ULN2803A_10,40.894,-56.769,90.0,top
ULN2803A_9,363.67335,-346.837,270.0,top
ULN2803A_8,230.341675,-57.1677,90.0,top
ULN2803A_7,237.471675,-346.63765,270.0,top
ULN2803A_6,49.022,-438.023,270.0,top
ULN2803A_5,167.095675,-56.96835,90.0,top
ULN2803A_4,292.644325,-57.07765,90.0,top
ULN2803A_3,230.396325,-148.66235,90.0,top
ULN2803A_2,355.944975,-148.77165,90.0,top
ULN2803A,167.150325,-148.463,90.0,top
